(Worker_TP4_EP4 pid=754855) WARNING 09-20 18:31:19 [model_runner_v1.py:269] ITEM_TRACE steps=8 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:4'), 8, 329.576, 99.459), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:4'), 8, 0.83, 0.15), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 64, 0.49, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 64, 0.184, 0.005), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 8, 0.059, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 3, 0.012, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 3, 0.008, 0.003)]
(Worker_TP4_EP4 pid=754855) WARNING 09-20 18:31:23 [model_runner_v1.py:269] ITEM_TRACE steps=56 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:4'), 56, 346.886, 99.459), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:4'), 56, 4.177, 0.15), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 448, 3.244, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 448, 1.258, 0.013), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 56, 0.387, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 3, 0.012, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 3, 0.008, 0.003)]
(Worker_TP5_EP5 pid=754927) WARNING 09-20 18:31:23 [model_runner_v1.py:269] ITEM_TRACE steps=56 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:5'), 56, 311.602, 98.829), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:5'), 56, 4.509, 0.272), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 448, 3.387, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 448, 1.39, 0.012), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 56, 0.385, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 3, 0.012, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 3, 0.009, 0.003)]
(Worker_TP2_EP2 pid=754711) WARNING 09-20 18:31:23 [model_runner_v1.py:269] ITEM_TRACE steps=56 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:2'), 56, 289.247, 90.422), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:2'), 56, 4.114, 0.185), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 448, 3.394, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 448, 1.315, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 56, 0.393, 0.016), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 3, 0.013, 0.005), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 3, 0.008, 0.003)]
(Worker_TP3_EP3 pid=754783) WARNING 09-20 18:31:23 [model_runner_v1.py:269] ITEM_TRACE steps=56 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:3'), 56, 300.103, 97.453), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:3'), 56, 4.489, 0.238), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 448, 3.422, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 448, 1.317, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 56, 0.392, 0.01), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 3, 0.013, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 3, 0.008, 0.003)]
(Worker_TP0_EP0 pid=754594) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:0'), 63, 660.831, 130.068), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:0'), 63, 3.962, 0.117), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.089, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.437, 0.014), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.369, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.015, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.011, 0.003)]
(Worker_TP1_EP1 pid=754640) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:1'), 63, 627.954, 131.042), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:1'), 63, 4.528, 0.213), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.391, 0.018), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.545, 0.05), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.383, 0.017), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.014, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.011, 0.003)]
(Worker_TP5_EP5 pid=754927) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:5'), 63, 312.275, 98.829), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:5'), 63, 4.984, 0.272), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.779, 0.021), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.549, 0.012), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.429, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.017, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.012, 0.003)]
(Worker_TP6_EP6 pid=754999) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:6'), 63, 351.812, 95.346), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:6'), 63, 4.869, 0.243), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.888, 0.039), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.514, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.417, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.017, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.01, 0.003)]
(Worker_TP4_EP4 pid=754855) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:4'), 63, 352.769, 99.459), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:4'), 63, 4.708, 0.15), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.645, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.418, 0.013), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.435, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.016, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.01, 0.003)]
(Worker_TP7_EP7 pid=755071) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:7'), 63, 291.643, 94.33), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:7'), 63, 4.783, 0.223), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.826, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.481, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.428, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.017, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.011, 0.003)]
(Worker_TP3_EP3 pid=754783) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:3'), 63, 305.414, 97.453), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:3'), 63, 4.95, 0.238), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.855, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.488, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.44, 0.01), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.017, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.011, 0.003)]
(Worker_TP2_EP2 pid=754711) WARNING 09-20 18:31:25 [model_runner_v1.py:269] ITEM_TRACE steps=64 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:2'), 63, 289.924, 90.422), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:2'), 63, 4.555, 0.185), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 504, 3.798, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 504, 1.472, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 63, 0.44, 0.016), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 4, 0.016, 0.005), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 4, 0.011, 0.003)]
(Worker_TP0_EP0 pid=754594) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:0'), 71, 747.331, 130.068), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:0'), 71, 4.429, 0.117), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 3.47, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.618, 0.014), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.416, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.019, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP3_EP3 pid=754783) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:3'), 71, 310.535, 97.453), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:3'), 71, 5.501, 0.238), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.346, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.677, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.494, 0.01), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.022, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.014, 0.003)]
(Worker_TP4_EP4 pid=754855) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:4'), 71, 367.607, 99.459), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:4'), 71, 5.273, 0.15), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.1, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.596, 0.013), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.49, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.019, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP7_EP7 pid=755071) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:7'), 71, 294.56, 94.33), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:7'), 71, 5.291, 0.223), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.304, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.663, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.482, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.021, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP1_EP1 pid=754640) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:1'), 71, 714.729, 131.042), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:1'), 71, 5.084, 0.213), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 3.806, 0.018), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.736, 0.05), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.427, 0.017), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.018, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP5_EP5 pid=754927) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:5'), 71, 320.139, 98.829), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:5'), 71, 5.547, 0.272), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.259, 0.021), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.745, 0.012), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.482, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.021, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.015, 0.003)]
(Worker_TP6_EP6 pid=754999) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:6'), 71, 354.429, 95.346), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:6'), 71, 5.402, 0.243), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.349, 0.039), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.694, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.47, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.021, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.012, 0.003)]
(Worker_TP2_EP2 pid=754711) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=72 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:2'), 71, 290.677, 90.422), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:2'), 71, 5.069, 0.185), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 568, 4.261, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 568, 1.654, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 71, 0.494, 0.016), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.02, 0.005), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP0_EP0 pid=754594) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:0'), 79, 757.824, 130.068), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:0'), 79, 4.895, 0.117), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 3.851, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.798, 0.014), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.462, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.019, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP1_EP1 pid=754640) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:1'), 79, 725.636, 131.042), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:1'), 79, 5.551, 0.213), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 4.193, 0.018), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.913, 0.05), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.471, 0.017), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.018, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP4_EP4 pid=754855) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:4'), 79, 372.873, 99.459), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:4'), 79, 5.821, 0.15), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 4.559, 0.011), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.773, 0.013), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.544, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.019, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
(Worker_TP3_EP3 pid=754783) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:3'), 79, 314.649, 97.453), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:3'), 79, 6.035, 0.238), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 4.835, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.859, 0.007), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.548, 0.01), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.022, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.014, 0.003)]
(Worker_TP5_EP5 pid=754927) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:5'), 79, 323.209, 98.829), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:5'), 79, 6.087, 0.272), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 4.721, 0.021), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.934, 0.012), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.533, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.021, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.015, 0.003)]
(Worker_TP7_EP7 pid=755071) WARNING 09-20 18:31:26 [model_runner_v1.py:269] ITEM_TRACE steps=80 rows=[(('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1008, 'npu:7'), 79, 296.773, 94.33), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 1009, 'npu:7'), 79, 5.828, 0.223), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 732, 'cpu'), 632, 4.772, 0.02), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/context_parallel/dsa_cp.py', 733, 'cpu'), 632, 1.843, 0.008), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 418, 'cpu'), 79, 0.537, 0.009), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 443, 'cpu'), 5, 0.021, 0.004), (('/vllm-workspace/vllm-ascend/vllm_ascend/attention/utils.py', 446, 'cpu'), 5, 0.013, 0.003)]
