Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::view,,,4.72,4.72,0,0,0,0
vllm::matmul_and_reduce,,,145.12,462.52,0,34.2,0,0
vllm::unquantized_gemm,,,16.55,79.44,0,16.78,0,0
aten::linear,,,4.6,62.89,0,16.78,0,0
aten::t,,,5.35,14.62,0,0,0,0
aten::transpose,,,3.06,9.27,0,0,0,0
aten::as_strided,,,6.21,6.21,0,0,0,0
aten::matmul,,,19.24,43.67,0,16.78,0,0
empty_tensor,,,13.15,13.15,0,0,0,0
aclnnMatmul,,,11.28,11.28,16.78,16.78,0,0
vllm::reduce_scatter,,,116.25,237.96,0,17.42,0,0
aten::movedim,,,1.56,10.48,0,0,0,0
aten::movedim,,,2.54,8.92,0,0,0,0
aten::permute,,,2.71,6.38,0,0,0,0
aten::as_strided,,,3.67,3.67,0,0,0,0
aten::empty,,,2.8,13.02,0,0,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
c10d::_reduce_scatter_base_,,,54.52,81.79,0,17.2,0,0
record_event,,,13.07,13.07,0.02,0.02,0,0
wait_event,,,3.29,3.29,3.5,3.5,0,0
HcclReduceScatterBase,,,3.02,4.92,0,13.4,0,0
HcclReduceScatter,,,1.9,1.9,13.4,13.4,0,0
record_event,,,3.61,3.61,0.26,0.26,0,0
record_event,,,2.38,2.38,0.02,0.02,0,0
wait_event,,,2.95,2.95,0.22,0.22,0,0
destroy_event,,,1.67,1.67,0,0,0,0
aten::movedim,,,1.55,11.8,0,0,0,0
aten::movedim,,,2.45,10.25,0,0,0,0
aten::permute,,,2.96,7.8,0,0,0,0
aten::as_strided,,,4.84,4.84,0,0,0,0
aten::copy_,,,54.53,65.03,0,0.74,0,0
aclnnInplaceCopy,,,10.5,10.5,0.74,0.74,0,0
aten::unsqueeze,,,4.5,8.33,0,0,0,0
aten::as_strided,,,3.83,3.83,0,0,0,0
aten::unsqueeze,,,2.37,3.95,0,0,0,0
aten::as_strided,,,1.58,1.58,0,0,0,0
aten::unsqueeze,,,1.96,3.46,0,0,0,0
aten::as_strided,,,1.5,1.5,0,0,0,0
aten::detach,,,3.38,3.38,0,0,0,0
aten::reshape,,,4.43,8.06,0,0,0,0
aten::view,,,3.63,3.63,0,0,0,0
aten::unsqueeze,,,2.19,3.85,0,0,0,0
aten::as_strided,,,1.66,1.66,0,0,0,0
_C_ascend::npu_hc_post,,,37.54,74.55,0,7.7,0,0
aten::empty,,,2.71,13.6,0,0,0,0
empty_tensor,,,10.89,10.89,0,0,0,0
aten::empty,,,2.42,12.64,0,0,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
aclnnHcPost,,,10.77,10.77,7.7,7.7,0,0
aten::squeeze,,,4.65,7.39,0,0,0,0
aten::as_strided,,,2.74,2.74,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,37.89,83.85,0,32.7805,0,0
aten::empty,,,1.92,8.88,0,0,0,0
empty_tensor,,,6.96,6.96,0,0,0,0
aten::empty,,,1.11,4.68,0,0,0,0
empty_tensor,,,3.57,3.57,0,0,0,0
aten::empty,,,1.11,4.98,0,0,0,0
empty_tensor,,,3.87,3.87,0,0,0,0
aten::empty,,,2.23,17.53,0,0,0,0
empty_tensor,,,15.3,15.3,0,0,0,0
aclnnHcPre,,,9.89,9.89,32.7805,32.7805,0,0
npu::npu_rms_norm,,,50.13,68.26,0,5.42,0,0
empty_tensor,,,5.9,5.9,0,0,0,0
empty_tensor,,,3.87,3.87,0,0,0,0
aclnnRmsNorm,,,8.36,8.36,5.42,5.42,0,0
aten::reshape,,,4.75,9.22,0,0,0,0
aten::view,,,4.47,4.47,0,0,0,0
vllm::moe_forward_shared,,,1918.24,4760.09,0,386.3075,0,0
aten::to,,,1.97,44.76,0,6.98,0,0
aten::_to_copy,,,5.3,42.79,0,6.98,0,0
aten::empty_strided,,,9.34,13.44,0,0,0,0
empty_tensor,,,4.1,4.1,0,0,0,0
aten::copy_,,,14.46,24.05,0,6.98,0,0
aclnnInplaceCopy,,,9.59,9.59,6.98,6.98,0,0
Event::record,,,77.91,90.52,0,0.22,0,0
record_event,,,12.61,12.61,0.22,0.22,0,0
aten::linear,,,4.6,57.2,0,10.98,0,0
aten::t,,,5.4,14.36,0,0,0,0
aten::transpose,,,2.72,8.96,0,0,0,0
aten::as_strided,,,6.24,6.24,0,0,0,0
aten::matmul,,,18.68,38.24,0,10.98,0,0
empty_tensor,,,10.42,10.42,0,0,0,0
aclnnMatmul,,,9.14,9.14,10.98,10.98,0,0
Event::record,,,69.73,80.49,0,0.02,0,0
record_event,,,10.76,10.76,0.02,0.02,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,43.94,302.84,0,14.120000000000001,0,0
vllm::all_gather,,,129.35,258.9,0,14.120000000000001,0,0
aten::empty,,,3.51,17.22,0,0,0,0
empty_tensor,,,13.71,13.71,0,0,0,0
c10d::_allgather_base_,,,55.15,82.01,0,14.120000000000001,0,0
record_event,,,12.92,12.92,0.02,0.02,0,0
wait_event,,,3.24,3.24,3.66,3.66,0,0
HcclAllgatherBase,,,3.03,4.89,0,10.22,0,0
HcclAllGather,,,1.86,1.86,10.22,10.22,0,0
record_event,,,3.44,3.44,0.02,0.02,0,0
record_event,,,2.37,2.37,0.2,0.2,0,0
wait_event,,,3.35,3.35,0.0,0.0,0,0
destroy_event,,,2.26,2.26,0,0,0,0
aten::reshape,,,2.7,9.37,0,0,0,0
aten::view,,,6.67,6.67,0,0,0,0
aten::movedim,,,1.52,11.42,0,0,0,0
aten::movedim,,,2.42,9.9,0,0,0,0
aten::permute,,,3.42,7.48,0,0,0,0
aten::as_strided,,,4.06,4.06,0,0,0,0
aten::reshape,,,0.87,3.92,0,0,0,0
aten::view,,,3.05,3.05,0,0,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,40.99,274.62,0,9.9405,0,0
vllm::all_gather,,,113.65,233.63,0,9.9405,0,0
aten::empty,,,3.05,17.26,0,0,0,0
empty_tensor,,,14.21,14.21,0,0,0,0
c10d::_allgather_base_,,,49.76,75.72,0,9.9405,0,0
record_event,,,12.42,12.42,0.02,0.02,0,0
wait_event,,,3.1,3.1,4.1805,4.1805,0,0
HcclAllgatherBase,,,2.95,4.68,0,5.48,0,0
HcclAllGather,,,1.73,1.73,5.48,5.48,0,0
record_event,,,3.36,3.36,0.24,0.24,0,0
record_event,,,2.4,2.4,0.02,0.02,0,0
wait_event,,,2.85,2.85,0.0,0.0,0,0
destroy_event,,,2.43,2.43,0,0,0,0
aten::reshape,,,1.63,7.17,0,0,0,0
aten::view,,,5.54,5.54,0,0,0,0
aten::movedim,,,1.51,10.72,0,0,0,0
aten::movedim,,,2.45,9.21,0,0,0,0
aten::permute,,,2.92,6.76,0,0,0,0
aten::as_strided,,,3.84,3.84,0,0,0,0
aten::reshape,,,0.84,3.83,0,0,0,0
aten::view,,,2.99,2.99,0,0,0,0
_C_ascend::moe_gating_top_k_hash,,,42.46,80.9,0,11.7,0,0
aten::empty,,,3.01,15.79,0,0,0,0
empty_tensor,,,12.78,12.78,0,0,0,0
aten::empty,,,1.24,5.31,0,0,0,0
empty_tensor,,,4.07,4.07,0,0,0,0
aten::empty,,,1.05,4.91,0,0,0,0
empty_tensor,,,3.86,3.86,0,0,0,0
aclnnMoeGatingTopKHash,,,12.43,12.43,11.7,11.7,0,0
aten::to,,,1.8,48.11,0,1.1,0,0
aten::_to_copy,,,5.52,46.31,0,1.1,0,0
aten::empty_strided,,,8.8,14.16,0,0,0,0
empty_tensor,,,5.36,5.36,0,0,0,0
aten::copy_,,,17.25,26.63,0,1.1,0,0
aclnnInplaceCopy,,,9.38,9.38,1.1,1.1,0,0
aten::detach,,,4.55,4.55,0,0,0,0
aten::detach,,,1.24,1.24,0,0,0,0
Event::record,,,78.51,91.27,0,0.2,0,0
record_event,,,12.76,12.76,0.2,0.2,0,0
aten::index,,,33.12,57.67,0,19.441,0,0
empty_tensor,,,6.51,6.51,0,0,0,0
empty_tensor,,,8.08,8.08,0,0,0,0
aclnnIndex,,,9.96,9.96,19.441,19.441,0,0
aten::ne,,,10.61,22.48,0,1.38,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
aclnnNeScalar,,,6.16,6.16,1.38,1.38,0,0
aten::mul,,,15.08,25.49,0,2.12,0,0
empty_tensor,,,4.56,4.56,0,0,0,0
aclnnMul,,,5.85,5.85,2.12,2.12,0,0
npu::npu_moe_init_routing_v2,,,23.8,49.1,0,31.7205,0,0
empty_tensor,,,9.44,9.44,0,0,0,0
empty_tensor,,,3.14,3.14,0,0,0,0
empty_tensor,,,2.81,2.81,0,0,0,0
empty_tensor,,,2.8,2.8,0,0,0,0
aclnnMoeInitRoutingV3,,,7.11,7.11,31.7205,31.7205,0,0
aten::to,,,1.6,1.6,0,0,0,0
_C_ascend::grouped_matmul_swiglu_quant_v2,,,180.74,230.19,0,119.1825,0,0
aten::empty,,,3.06,12.87,0,0,0,0
empty_tensor,,,9.81,9.81,0,0,0,0
aten::empty,,,1.23,6.05,0,0,0,0
empty_tensor,,,4.82,4.82,0,0,0,0
aten::empty,,,3.69,17.0,0,0,0,0
empty_tensor,,,13.31,13.31,0,0,0,0
aclnnGroupedMatmulSwigluQuantWeightNzV2,,,13.53,13.53,119.1825,119.1825,0,0
Event::record,,,78.05,91.41,0,0.22,0,0
record_event,,,13.36,13.36,0.22,0.22,0,0
npu::npu_grouped_matmul,,,40.78,67.3,0,75.9015,0,0
empty_tensor,,,15.11,15.11,0,0,0,0
npu::get_npu_format,,,1.75,1.75,0,0,0,0
aclnnGroupedMatmulWeightNz,,,9.66,9.66,75.9015,75.9015,0,0
Event::record,,,72.06,84.53,0,0.22,0,0
record_event,,,12.47,12.47,0.22,0.22,0,0
aten::abs,,,16.26,36.14,0,1.08,0,0
empty_tensor,,,11.01,11.01,0,0,0,0
aclnnAbs,,,8.87,8.87,1.08,1.08,0,0
npu::npu_moe_token_unpermute,,,68.99,85.4,0,13.0005,0,0
empty_tensor,,,7.95,7.95,0,0,0,0
aclnnMoeTokenUnpermute,,,8.46,8.46,13.0005,13.0005,0,0
vllm::maybe_pad_and_reduce,,,37.82,280.46,0,13.040000000000001,0,0
vllm::reduce_scatter,,,113.77,242.64,0,13.040000000000001,0,0
aten::movedim,,,1.61,13.39,0,0,0,0
aten::movedim,,,2.6,11.78,0,0,0,0
aten::permute,,,3.55,9.18,0,0,0,0
aten::as_strided,,,5.63,5.63,0,0,0,0
aten::empty,,,3.14,13.72,0,0,0,0
empty_tensor,,,10.58,10.58,0,0,0,0
c10d::_reduce_scatter_base_,,,55.01,85.45,0,13.02,0,0
record_event,,,13.66,13.66,0.26,0.26,0,0
wait_event,,,4.93,4.93,0.0,0.0,0,0
HcclReduceScatterBase,,,3.14,5.24,0,12.32,0,0
HcclReduceScatter,,,2.1,2.1,12.32,12.32,0,0
record_event,,,3.69,3.69,0.22,0.22,0,0
record_event,,,2.92,2.92,0.22,0.22,0,0
wait_event,,,2.88,2.88,0.02,0.02,0,0
destroy_event,,,1.7,1.7,0,0,0,0
aten::movedim,,,1.52,11.73,0,0,0,0
aten::movedim,,,2.5,10.21,0,0,0,0
aten::permute,,,2.86,7.71,0,0,0,0
aten::as_strided,,,4.85,4.85,0,0,0,0
Event::wait,,,64.96,79.27,0,0.02,0,0
wait_event,,,14.31,14.31,0.02,0.02,0,0
npu::npu_dynamic_quant,,,31.04,59.64,0,3.9,0,0
empty_tensor,,,12.86,12.86,0,0,0,0
empty_tensor,,,5.73,5.73,0,0,0,0
aclnnDynamicQuantV2,,,10.01,10.01,3.9,3.9,0,0
Event::wait,,,60.1,72.24,0,0.2,0,0
wait_event,,,12.14,12.14,0.2,0.2,0,0
npu::npu_quant_matmul,,,34.72,71.13,0,25.0805,0,0
empty_tensor,,,19.6,19.6,0,0,0,0
aten::empty,,,2.61,4.99,0,0,0,0
empty_tensor,,,2.38,2.38,0,0,0,0
aten::empty,,,1.06,2.73,0,0,0,0
empty_tensor,,,1.67,1.67,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.09,9.09,25.0805,25.0805,0,0
Event::wait,,,57.35,68.1,0,0.22,0,0
wait_event,,,10.75,10.75,0.22,0.22,0,0
_C_ascend::npu_dequant_swiglu_quant,,,47.34,87.97,0,5.3005,0,0
aten::empty,,,2.96,14.21,0,0,0,0
empty_tensor,,,11.25,11.25,0,0,0,0
aten::empty,,,1.21,4.57,0,0,0,0
empty_tensor,,,3.36,3.36,0,0,0,0
aten::empty,,,2.36,10.33,0,0,0,0
empty_tensor,,,7.97,7.97,0,0,0,0
aclnnDequantSwigluQuantV2,,,11.52,11.52,5.3005,5.3005,0,0
Event::wait,,,60.93,73.03,0,0.2,0,0
wait_event,,,12.1,12.1,0.2,0.2,0,0
npu::npu_quant_matmul,,,35.61,62.51,0,18.56,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
aten::empty,,,2.14,4.42,0,0,0,0
empty_tensor,,,2.28,2.28,0,0,0,0
aten::empty,,,1.04,2.63,0,0,0,0
empty_tensor,,,1.59,1.59,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.38,9.38,18.56,18.56,0,0
Event::record,,,70.81,82.45,0,0.24,0,0
record_event,,,11.64,11.64,0.24,0.24,0,0
Event::wait,,,45.5,55.89,0,0.02,0,0
wait_event,,,10.39,10.39,0.02,0.02,0,0
destroy_event,,,7.86,7.86,0,0,0,0
destroy_event,,,6.16,6.16,0,0,0,0
destroy_event,,,2.5,2.5,0,0,0,0
destroy_event,,,1.55,1.55,0,0,0,0
destroy_event,,,1.5,1.5,0,0,0,0
destroy_event,,,1.78,1.78,0,0,0,0
aten::add,,,23.15,42.12,0,7.64,0,0
empty_tensor,,,11.46,11.46,0,0,0,0
aclnnAdd,,,7.51,7.51,7.64,7.64,0,0
vllm::maybe_all_reduce_tensor_model_parallel,,,25.05,25.05,0,0,0,0
aten::unsqueeze,,,5.0,9.13,0,0,0,0
aten::as_strided,,,4.13,4.13,0,0,0,0
aten::unsqueeze,,,2.47,4.35,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
aten::unsqueeze,,,2.0,3.42,0,0,0,0
aten::as_strided,,,1.42,1.42,0,0,0,0
aten::unsqueeze,,,1.98,6.81,0,0,0,0
aten::as_strided,,,4.83,4.83,0,0,0,0
_C_ascend::npu_hc_post,,,41.27,76.43,0,7.2405,0,0
aten::empty,,,2.52,11.68,0,0,0,0
empty_tensor,,,9.16,9.16,0,0,0,0
aten::empty,,,2.34,12.68,0,0,0,0
empty_tensor,,,10.34,10.34,0,0,0,0
aclnnHcPost,,,10.8,10.8,7.2405,7.2405,0,0
aten::squeeze,,,4.83,7.71,0,0,0,0
aten::as_strided,,,2.88,2.88,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,36.21,73.01,0,33.1005,0,0
aten::empty,,,1.99,8.88,0,0,0,0
empty_tensor,,,6.89,6.89,0,0,0,0
aten::empty,,,1.14,4.47,0,0,0,0
empty_tensor,,,3.33,3.33,0,0,0,0
aten::empty,,,1.04,3.82,0,0,0,0
empty_tensor,,,2.78,2.78,0,0,0,0
aten::empty,,,2.06,10.4,0,0,0,0
empty_tensor,,,8.34,8.34,0,0,0,0
aclnnHcPre,,,9.23,9.23,33.1005,33.1005,0,0
npu::npu_rms_norm,,,48.87,68.15,0,4.7,0,0
empty_tensor,,,6.36,6.36,0,0,0,0
empty_tensor,,,3.9,3.9,0,0,0,0
aclnnRmsNorm,,,9.02,9.02,4.7,4.7,0,0
aten::empty,,,5.84,12.38,0,0,0,0
empty_tensor,,,6.54,6.54,0,0,0,0
aten::alias,,,4.06,4.06,0,0,0,0
vllm::dsa_forward,,,1471.38,3377.65,0,365.586,0,0
aten::empty,,,3.23,13.6,0,0,0,0
empty_tensor,,,10.37,10.37,0,0,0,0
c10d::_allgather_base_,,,54.6,86.57,0,10.76,0,0
record_event,,,13.95,13.95,0.02,0.02,0,0
wait_event,,,6.56,6.56,0.0,0.0,0,0
HcclAllgatherBase,,,3.28,5.83,0,10.7,0,0
HcclAllGather,,,2.55,2.55,10.7,10.7,0,0
record_event,,,3.17,3.17,0.02,0.02,0,0
record_event,,,2.46,2.46,0.02,0.02,0,0
npu::npu_dynamic_quant,,,28.83,46.87,0,4.2,0,0
empty_tensor,,,9.95,9.95,0,0,0,0
empty_tensor,,,4.56,4.56,0,0,0,0
aclnnDynamicQuantV2,,,3.53,3.53,4.2,4.2,0,0
npu::npu_quant_matmul,,,34.25,57.9,0,16.72,0,0
empty_tensor,,,6.75,6.75,0,0,0,0
aten::empty,,,2.18,4.41,0,0,0,0
empty_tensor,,,2.23,2.23,0,0,0,0
aten::empty,,,1.08,2.62,0,0,0,0
empty_tensor,,,1.54,1.54,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.87,9.87,16.72,16.72,0,0
_C_ascend::npu_rms_norm_dynamic_quant,,,46.33,99.69,0,7.0805,0,0
aten::empty_like,,,5.24,15.94,0,0,0,0
aten::empty_strided,,,7.38,10.7,0,0,0,0
empty_tensor,,,3.32,3.32,0,0,0,0
aten::empty,,,1.36,4.78,0,0,0,0
empty_tensor,,,3.42,3.42,0,0,0,0
aten::empty,,,1.01,3.93,0,0,0,0
empty_tensor,,,2.92,2.92,0,0,0,0
aten::empty_like,,,1.92,7.37,0,0,0,0
aten::empty_strided,,,3.64,5.45,0,0,0,0
empty_tensor,,,1.81,1.81,0,0,0,0
aten::empty,,,2.24,10.19,0,0,0,0
empty_tensor,,,7.95,7.95,0,0,0,0
aclnnRmsNormDynamicQuant,,,11.15,11.15,7.0805,7.0805,0,0
npu::npu_quant_matmul,,,29.47,51.8,0,32.5605,0,0
empty_tensor,,,7.02,7.02,0,0,0,0
aten::empty,,,1.67,3.66,0,0,0,0
empty_tensor,,,1.99,1.99,0,0,0,0
aten::empty,,,1.03,2.58,0,0,0,0
empty_tensor,,,1.55,1.55,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.07,9.07,32.5605,32.5605,0,0
aten::unflatten,,,5.57,10.95,0,0,0,0
aten::view,,,5.38,5.38,0,0,0,0
aten::view,,,3.04,3.04,0,0,0,0
aten::empty_like,,,4.16,14.76,0,0,0,0
aten::empty_strided,,,7.43,10.6,0,0,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
triton_rms_kernel,,,14.51,14.51,13.28,13.28,0,0
aten::view,,,7.65,7.65,0,0,0,0
aten::unsqueeze,,,3.17,7.43,0,0,0,0
aten::as_strided,,,4.26,4.26,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,43.0,72.41,0,5.18,0,0
aten::empty,,,3.61,18.12,0,0,0,0
empty_tensor,,,14.51,14.51,0,0,0,0
aclnnInplacePartialRotaryMul,,,11.29,11.29,5.18,5.18,0,0
wait_event,,,4.81,4.81,0.02,0.02,0,0
aten::slice,,,3.98,7.92,0,0,0,0
aten::as_strided,,,3.94,3.94,0,0,0,0
npu::npu_dynamic_quant,,,28.38,52.38,0,7.0,0,0
empty_tensor,,,9.9,9.9,0,0,0,0
empty_tensor,,,4.39,4.39,0,0,0,0
aclnnDynamicQuantV2,,,9.71,9.71,7.0,7.0,0,0
npu::npu_quant_matmul,,,30.15,52.7,0,13.96,0,0
empty_tensor,,,7.03,7.03,0,0,0,0
aten::empty,,,2.19,4.26,0,0,0,0
empty_tensor,,,2.07,2.07,0,0,0,0
aten::empty,,,1.0,2.62,0,0,0,0
empty_tensor,,,1.62,1.62,0,0,0,0
aclnnQuantMatmulWeightNz,,,8.64,8.64,13.96,13.96,0,0
npu::npu_rms_norm,,,53.24,72.17,0,9.5605,0,0
empty_tensor,,,6.56,6.56,0,0,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
aclnnRmsNorm,,,9.19,9.19,9.5605,9.5605,0,0
aten::view,,,5.52,5.52,0,0,0,0
aten::unsqueeze,,,2.69,6.72,0,0,0,0
aten::as_strided,,,4.03,4.03,0,0,0,0
aten::slice,,,3.18,5.6,0,0,0,0
aten::as_strided,,,2.42,2.42,0,0,0,0
aten::slice,,,0.99,2.98,0,0,0,0
aten::as_strided,,,1.99,1.99,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,38.09,61.68,0,10.4805,0,0
aten::empty,,,3.24,13.25,0,0,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnInplacePartialRotaryMul,,,10.34,10.34,10.4805,10.4805,0,0
_C_ascend::npu_scatter_nd_update_sk,,,31.55,52.41,0,28.9805,0,0
aten::empty,,,2.67,11.8,0,0,0,0
empty_tensor,,,9.13,9.13,0,0,0,0
aclnnScatterNdUpdateSk,,,9.06,9.06,28.9805,28.9805,0,0
aten::squeeze,,,8.54,13.21,0,0,0,0
aten::as_strided,,,4.67,4.67,0,0,0,0
aten::view,,,4.23,4.23,0,0,0,0
aten::view,,,2.27,2.27,0,0,0,0
_C_ascend::compressor,,,46.98,80.02,0,41.001,0,0
aten::empty,,,2.55,11.32,0,0,0,0
empty_tensor,,,8.77,8.77,0,0,0,0
aten::empty,,,2.25,10.98,0,0,0,0
empty_tensor,,,8.73,8.73,0,0,0,0
aclnnCompressor,,,10.74,10.74,41.001,41.001,0,0
_C_ascend::npu_scatter_nd_update_sk,,,31.77,53.36,0,15.1805,0,0
aten::empty,,,2.41,11.62,0,0,0,0
empty_tensor,,,9.21,9.21,0,0,0,0
aclnnScatterNdUpdateSk,,,9.97,9.97,15.1805,15.1805,0,0
_C_ascend::npu_sparse_attn_sharedkv,,,45.04,77.98,0,32.0805,0,0
aten::empty,,,2.02,10.15,0,0,0,0
empty_tensor,,,8.13,8.13,0,0,0,0
aten::empty,,,1.07,3.03,0,0,0,0
empty_tensor,,,1.96,1.96,0,0,0,0
aten::empty,,,2.06,9.88,0,0,0,0
empty_tensor,,,7.82,7.82,0,0,0,0
aclnnSparseAttnSharedkv,,,9.88,9.88,32.0805,32.0805,0,0
destroy_event,,,2.43,2.43,0,0,0,0
aten::unsqueeze,,,3.68,8.42,0,0,0,0
aten::as_strided,,,4.74,4.74,0,0,0,0
aten::neg,,,14.43,29.53,0,0.98,0,0
empty_tensor,,,6.41,6.41,0,0,0,0
aclnnNeg,,,8.69,8.69,0.98,0.98,0,0
_C_ascend::inplace_partial_rotary_mul,,,35.13,56.61,0,5.32,0,0
aten::empty,,,2.89,12.36,0,0,0,0
empty_tensor,,,9.47,9.47,0,0,0,0
aclnnInplacePartialRotaryMul,,,9.12,9.12,5.32,5.32,0,0
aten::view,,,5.87,5.87,0,0,0,0
aten::permute,,,3.02,7.81,0,0,0,0
aten::as_strided,,,4.79,4.79,0,0,0,0
aten::contiguous,,,2.64,41.61,0,11.4205,0,0
aten::clone,,,5.86,38.97,0,11.4205,0,0
empty_tensor,,,6.59,6.59,0,0,0,0
aten::copy_,,,18.52,26.52,0,11.4205,0,0
aclnnInplaceCopy,,,8.0,8.0,11.4205,11.4205,0,0
aten::view,,,3.43,3.43,0,0,0,0
aten::empty_like,,,4.85,14.52,0,0,0,0
aten::empty_strided,,,7.03,9.67,0,0,0,0
empty_tensor,,,2.64,2.64,0,0,0,0
c10d::alltoall_base_,,,67.56,91.75,0,13.56,0,0
record_event,,,11.02,11.02,0.2,0.2,0,0
wait_event,,,3.08,3.08,0.0,0.0,0,0
HcclAlltoAll,,,2.35,4.23,0,12.92,0,0
HcclAlltoAll,,,1.88,1.88,12.92,12.92,0,0
record_event,,,3.43,3.43,0.22,0.22,0,0
record_event,,,2.43,2.43,0.22,0.22,0,0
wait_event,,,3.61,3.61,0.02,0.02,0,0
destroy_event,,,1.76,1.76,0,0,0,0
aten::view,,,5.49,5.49,0,0,0,0
npu::npu_transpose_batchmatmul,,,29.46,51.53,0,33.6005,0,0
empty_tensor,,,11.3,11.3,0,0,0,0
aclnnTransposeBatchMatMul,,,10.77,10.77,33.6005,33.6005,0,0
aten::reshape,,,1.47,6.47,0,0,0,0
aten::view,,,5.0,5.0,0,0,0,0
vllm::matmul_and_reduce,,,146.84,466.08,0,51.9205,0,0
vllm::unquantized_gemm,,,17.06,77.76,0,16.2405,0,0
aten::linear,,,4.6,60.7,0,16.2405,0,0
aten::t,,,6.17,15.82,0,0,0,0
aten::transpose,,,3.1,9.65,0,0,0,0
aten::as_strided,,,6.55,6.55,0,0,0,0
aten::matmul,,,18.63,40.28,0,16.2405,0,0
empty_tensor,,,10.79,10.79,0,0,0,0
aclnnMatmul,,,10.86,10.86,16.2405,16.2405,0,0
vllm::reduce_scatter,,,115.38,241.48,0,35.68,0,0
aten::movedim,,,1.69,10.7,0,0,0,0
aten::movedim,,,2.64,9.01,0,0,0,0
aten::permute,,,2.72,6.37,0,0,0,0
aten::as_strided,,,3.65,3.65,0,0,0,0
aten::empty,,,2.87,12.46,0,0,0,0
empty_tensor,,,9.59,9.59,0,0,0,0
c10d::_reduce_scatter_base_,,,58.26,86.64,0,16.82,0,0
record_event,,,12.66,12.66,0.02,0.02,0,0
wait_event,,,4.68,4.68,3.66,3.66,0,0
HcclReduceScatterBase,,,3.12,5.1,0,13.1,0,0
HcclReduceScatter,,,1.98,1.98,13.1,13.1,0,0
record_event,,,3.61,3.61,0.02,0.02,0,0
record_event,,,2.33,2.33,0.02,0.02,0,0
wait_event,,,2.91,2.91,18.86,18.86,0,0
destroy_event,,,1.6,1.6,0,0,0,0
aten::movedim,,,1.48,11.79,0,0,0,0
aten::movedim,,,2.38,10.31,0,0,0,0
aten::permute,,,2.84,7.93,0,0,0,0
aten::as_strided,,,5.09,5.09,0,0,0,0
aten::copy_,,,54.51,66.21,0,0.72,0,0
aclnnInplaceCopy,,,11.7,11.7,0.72,0.72,0,0
aten::unsqueeze,,,4.48,8.47,0,0,0,0
aten::as_strided,,,3.99,3.99,0,0,0,0
aten::unsqueeze,,,2.3,3.92,0,0,0,0
aten::as_strided,,,1.62,1.62,0,0,0,0
aten::unsqueeze,,,2.0,3.45,0,0,0,0
aten::as_strided,,,1.45,1.45,0,0,0,0
aten::detach,,,3.73,3.73,0,0,0,0
aten::reshape,,,4.52,8.03,0,0,0,0
aten::view,,,3.51,3.51,0,0,0,0
aten::unsqueeze,,,2.22,3.74,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
_C_ascend::npu_hc_post,,,37.94,74.07,0,7.48,0,0
aten::empty,,,2.64,13.09,0,0,0,0
empty_tensor,,,10.45,10.45,0,0,0,0
aten::empty,,,2.15,12.07,0,0,0,0
empty_tensor,,,9.92,9.92,0,0,0,0
aclnnHcPost,,,10.97,10.97,7.48,7.48,0,0
aten::squeeze,,,4.48,7.44,0,0,0,0
aten::as_strided,,,2.96,2.96,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,35.58,72.7,0,34.9605,0,0
aten::empty,,,2.07,8.71,0,0,0,0
empty_tensor,,,6.64,6.64,0,0,0,0
aten::empty,,,1.28,4.69,0,0,0,0
empty_tensor,,,3.41,3.41,0,0,0,0
aten::empty,,,1.07,3.91,0,0,0,0
empty_tensor,,,2.84,2.84,0,0,0,0
aten::empty,,,2.04,9.8,0,0,0,0
empty_tensor,,,7.76,7.76,0,0,0,0
aclnnHcPre,,,10.01,10.01,34.9605,34.9605,0,0
npu::npu_rms_norm,,,48.39,67.36,0,5.0405,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
empty_tensor,,,3.85,3.85,0,0,0,0
aclnnRmsNorm,,,8.83,8.83,5.0405,5.0405,0,0
aten::reshape,,,5.05,9.35,0,0,0,0
aten::view,,,4.3,4.3,0,0,0,0
vllm::moe_forward_shared,,,1926.8,4802.29,0,365.666,0,0
aten::to,,,1.84,45.72,0,5.9405,0,0
